全局序号,唯一充电站ID,充电站名称,行政区,具体地址,经度,纬度,充电桩类型,联系电话,爬取关键词,爬取时间,站平均评分,站有效评论数,充电速度（0-5分）,价格性价比（0-5分）,设施完整性（0-5分）,环境卫生（0-5分）,位置便利性（0-5分）,服务态度（0-5分）,支付便捷性（0-5分）,安全保障（0-5分）
409,站_384,中国石化汽车充电站(清溪路充电站),蜀山区,中国石化清溪路加气站,117.242359,31.871397,汽车服务;充电站;充电站,95105888,新能源汽车充电桩,2026/1/27 20:39,2.636363636363636,11,3.5,2.734,2.5,2.5,2.5,2.5,2.5,2.5
410,站_385,特来电汽车充电站(特来电特来电昌河车城停车场超充站),蜀山区,蜀山区高新区玉兰大道与长安路交口西南角地面停车场(入口在车城小区西区门牌南侧),117.161135,31.807249,汽车服务;充电站;充电站,15555103656,新能源汽车充电桩,2026/1/27 20:39,4,10,3.88,3.128,2.878,2.5,3.474,2.5,2.5,2.5
411,站_386,昆仑网电汽车充电站(中国石油肥西县顺达充电站),蜀山区,金寨南路与汤口路交叉口往南50米,117.19468,31.74822,汽车服务;充电站;充电站,95700,新能源汽车充电桩,2026/1/27 20:39,3.3125,8,4.577,2.5,2.5,3.089,3.089,3.301,2.5,2.5
412,站_387,壳牌充电汽车充电站(壳牌合肥启迪创客空间地面快充站),蜀山区,近春园路与厚德路交叉口西北100米,117.274267,31.761087,汽车服务;充电站;充电站,4007160699,新能源汽车充电桩,2026/1/27 20:39,3.7,10,3.832,2.5,2.78,3.194,3.086,2.899,2.5,2.5
413,站_388,特来电汽车充电站(特来电特来电四季花海A区超充站),蜀山区,四季花海城市公园A区东出入口南100米,117.16478,31.853004,汽车服务;充电站;充电站,4001300001,新能源汽车充电桩,2026/1/27 20:39,4.45,12,3.449,2.5,2.5,2.5,3.218,2.905,2.5,2.5
414,站_389,星星充电汽车充电站(合肥港啤啤酒网约车充电站),蜀山区,合肥市经济技术开发区高刘社区南庄居委会北300米,117.04469,31.948301,汽车服务;充电站;充电站,15395187568,新能源汽车充电桩,2026/1/27 20:39,2.6666666666666665,3,2.177,2.5,2.5,2.5,2.5,2.5,2.5,2.5
415,站_390,特斯拉超级充电站(合肥置地广场),蜀山区,绿洲西路与龙图路交叉口西南侧合肥置地广场地下停车场B2层408-411车位/入口绿洲西路,117.225894,31.804768,汽车服务;充电站;专用充电站,,新能源汽车充电桩,2026/1/27 20:39,4.6,5,3.457,2.5,2.5,2.5,3.806,2.5,2.5,2.5
416,站_391,云快充汽车充电站(澄銧紫云路大型惠民超充站),蜀山区,紫云路245号金工投资大门传达室左侧,117.207103,31.746298,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:39,2.6666666666666665,6,1.016,2.5,2.5,2.5,2.5,2.5,2.5,2.5
417,站_392,国家电网汽车充电站(安徽省合肥市蜀山区合欢路中石化加油站充电站),蜀山区,笔架山街道中国石化加油站地面停车场,117.211035,31.824844,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:39,1.8,25,2.88,2.5,2.5,2.35,2.5,2.5,2.5,2.5
418,站_393,理想超级充电站(理想超充站合肥两淮天鹅湖大酒店),蜀山区,蜀山区高新技术产业开发区海棠路天鹅湖大酒店,117.20095,31.81617,汽车服务;充电站;充电站,4006860400,新能源汽车充电桩,2026/1/27 20:39,4.5,4,5.232,2.5,2.5,2.5,2.5,2.5,2.5,2.5
419,站_394,蔚来能源超级充电站(合肥新桥产业园),蜀山区,白塔路299号,116.99395,31.997047,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:39,3.583333333333333,12,2.545,1.705,2.5,2.5,3.378,2.5,2.5,2.5
420,站_395,星星充电汽车充电站(星星充电-蜀山印象里液冷超充站),蜀山区,创业大道以北、蜀鑫路以西隐秀雅苑商业(蜀山印象里),117.208345,31.86338,汽车服务;充电站;充电站,18605812125,新能源汽车充电桩,2026/1/27 20:39,2.333333333333333,3,1.01,2.5,2.5,2.5,2.5,2.5,2.5,2.5
421,站_396,星星充电汽车充电站(翠微北园慢充充电站),蜀山区,芙蓉路799号,117.203646,31.788687,汽车服务;充电站;充电站,13355513698,新能源汽车充电桩,2026/1/27 20:39,4,4,2.554,2.5,2.5,2.5,2.5,2.5,2.5,2.5
422,站_397,中国石化汽车充电站(始信路充电站),蜀山区,临湖社区管理管委会中国石化始信路加油站,117.25135,31.710844,汽车服务;充电站;充电站,95105888,新能源汽车充电桩,2026/1/27 20:39,1.5,5,2.5,3.735,2.5,2.5,2.5,2.5,2.5,2.5
423,站_398,小鹏超级充电站(小鹏S4超快充合肥乐富强铂悦酒店站),蜀山区,创新大道229号(科大先研院地铁站C口步行380米)合肥乐富强铂悦酒店,117.13285,31.828731,汽车服务;充电站;充电站,4007836688,新能源汽车充电桩,2026/1/27 20:39,2.6666666666666665,6,3.618,2.021,2.5,2.5,2.5,2.5,2.5,2.5
424,站_399,合肥充电·充电综合体(始宿交口),蜀山区,合肥经开区始信路与宿松路交口东北角,117.251241,31.710015,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:39,4.880952380952381,21,5.287,3.411,6.216,4.736,2.771,2.811,2.5,2.5
425,站_400,福充超级充电站,蜀山区,芙蓉路154号,117.25042,31.783784,汽车服务;充电站;充电站,18156076360,新能源汽车充电桩,2026/1/27 20:39,4.690476190476191,21,5.845,2.64,3.149,2.5,2.333,2.85,2.5,2.5
426,站_401,特来电汽车充电站(特来电客运西站超充站),蜀山区,南岗镇合肥汽车客运西站地面停车场15,117.137118,31.85123,汽车服务;充电站;充电站,4001300001,新能源汽车充电桩,2026/1/27 20:39,4.722222222222222,9,3.804,2.5,2.656,4.761,3.904,2.5,2.5,3.631
427,站_402,易佳电汽车充电站(易佳电蓝鲤玉兰大道充电站),蜀山区,蜀山区高新技术产业开发区兰舍商务酒店,117.1651,31.8112,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:39,2.125,12,2.5,0.54,2.5,2.5,2.5,2.5,2.5,2.5
428,站_403,中国石油合肥大蜀山南部停车场充电站,蜀山区,望江西路573号,117.174755,31.831075,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:39,4.75,4,2.5,3.615,2.5,2.5,2.679,2.5,2.5,2.5
429,站_404,易佳电汽车充电站(易佳电天之美西一环充电站),蜀山区,府台酒店地面停车场,117.2516,31.8602,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:39,2,19,3.116,1.359,2.5,2.5,2.5,2.5,2.5,2.5
430,站_405,易佳电汽车充电站(易佳电蓝鲤客运西站充电站),蜀山区,长江西路与创新大道交口(汽车西站地铁站A口旁),117.1373,31.8515,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:39,2.071428571428572,14,2.5,-0.478,2.5,2.5,2.715,2.5,2.5,2.5
431,站_406,易佳电汽车充电站(易佳电蓝鲤小庙光伏充电站),蜀山区,小庙镇长江西路辅路,117.0151,31.8436,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:39,3.9375,8,2.188,2.669,2.5,2.5,2.5,2.5,2.5,2.5
432,站_407,易佳电汽车充电站(易佳电蓝鲤奥体充电站),蜀山区,荷叶地街道体育馆西路与习友西路交叉口,117.224449,31.797227,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:39,3.022727272727273,22,3.468,2.729,2.5,2.5,2.5,2.5,2.5,2.5
433,站_408,易佳电蓝鲤翠微北园充电站,蜀山区,芙蓉路与石鼓路交口翠微北园小区物管区域停车场内部,117.203844,31.788524,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:39,2.565217391304348,23,3.173,1.341,2.5,2.634,2.991,2.5,2.5,2.5
434,站_409,易佳电汽车充电站(易佳电蓝鲤彩虹西路充电站),蜀山区,方兴大道与彩虹路交口向西500米高新停保场,117.096195,31.84263,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:39,4.055555555555555,9,5.408,3.264,2.5,3.637,2.5,2.5,2.5,2.5
435,站_410,汽车充电站(合肥充电空港长岗生态公园充电站),蜀山区,高刘镇长岗社区金莲花路经开区公安局交通巡逻队对面,117.035127,31.967726,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:39,2.9615384615384617,13,2.278,1.643,2.5,2.5,2.659,2.5,2.608,2.5
436,站_411,特来电汽车充电站(安徽港啤智能充电站),蜀山区,高刘街道虹桥路,117.03962,31.961617,汽车服务;充电站;充电站,13856940204,新能源汽车充电桩,2026/1/27 20:39,2.5454545454545454,11,3.211,2.5,2.5,2.5,2.9,2.5,2.5,2.5
437,站_412,特来电充电站(同舟科技中环美术馆超充站),蜀山区,芙蓉社区繁华大道12603号百鸟路地面停车场,117.205423,31.781925,汽车服务;充电站;充电站,4006118876,新能源汽车充电桩,2026/1/27 20:39,4.092592592592593,27,2.22,2.786,2.5,2.973,2.66,2.5,2.5,2.5
438,站_413,皖河路光储充一体化超充站,蜀山区,皖河路与潜山路交叉口西140米,117.22988,31.836027,汽车服务;充电站;充电站,18019981685,新能源汽车充电桩,2026/1/27 20:39,4.1,5,3.277,2.5,3.998,2.5,2.5,2.5,2.5,2.5
439,站_414,特来电充电站(合肥港啤啤酒店),蜀山区,刘小店百斯特家居院内,117.045067,31.948734,汽车服务;充电站;充电站,13856940204,新能源汽车充电桩,2026/1/27 20:39,2.7857142857142856,7,1.774,3.042,2.5,2.004,2.5,2.5,2.5,2.5
440,站_415,易佳电汽车充电站(易佳电蓝鲤天鹅湖充电站),蜀山区,市政务文化新区天鹅湖路与聚云路交叉口停车场负一层,117.21969,31.813515,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:39,2.333333333333333,18,2.5,3.355,2.5,2.5,2.5,2.5,2.5,2.5
441,站_416,易佳电汽车充电站(易佳电蓝鲤杜岗游园充电站),蜀山区,杜岗游园停车场,117.2564,31.8211,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:39,1.25,8,1.291,2.5,2.5,2.5,2.5,2.5,2.5,2.5
442,站_417,合肥充电高新区王咀湖公园充电站,蜀山区,彩虹路与长宁大道交口王咀湖公园地面停车场,117.118815,31.839571,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:39,3.6,15,1.553,3.157,2.5,2.5,2.5,2.5,2.5,2.5
443,站_418,特来电充电站(特来电长安六号),蜀山区,长宁大道长安汽车地面停车场内,117.11477,31.864246,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:39,3.4375,8,4.072,2.755,2.5,3.129,2.894,2.5,2.5,2.5
444,站_419,合肥市经开区锦绣大道汽车充电站,蜀山区,经开区锦绣大道与天都路交口,117.240074,31.754532,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:39,4.057692307692308,26,3.058,2.431,2.845,2.5,2.719,2.5,2.5,2.5
445,站_420,小桔充电汽车充电站(合肥市新粮仓小桔充电站),蜀山区,达克云汽车充电站(新粮仓商业合集充电站),117.221245,31.837873,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:39,4.5,4,3.4,0.801,2.5,2.5,2.5,2.5,2.5,2.5
446,站_421,特来电汽车充电站(港啤启航充电站),蜀山区,,117.039677,31.962056,汽车服务;充电站;充电站,13856940204,新能源汽车充电桩,2026/1/27 20:39,2.375,24,2.552,2.402,2.5,2.5,2.76,2.5,2.5,2.5
447,站_422,易佳电汽车充电站(易佳电蓝鲤卧云路充电站),蜀山区,卧云路临湖社区管理委员会龙蟠路3-1号卧云菜市场充电站,117.2562,31.7296,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:39,2.5,7,2.5,1.946,2.5,2.5,2.5,2.5,2.5,2.5
448,站_423,汽车充电站(能量驰东海花园芙蓉路直流快充站),蜀山区,芙蓉路431号,117.221188,31.787715,汽车服务;充电站;充电站,15868449932;4008288517,新能源汽车充电桩,2026/1/27 20:39,3.34375,16,3.105,2.506,2.5,2.556,2.5,2.5,2.5,2.5
449,站_424,合肥新桥国际机场P2停车场充电站,蜀山区,合肥新桥国际机场P2停车场,116.97501,31.985213,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:39,3.4166666666666665,6,2.472,-0.037,2.5,3.492,3.814,2.5,2.5,2.5
450,站_425,小桔充电汽车充电站(合肥鑫辉国能离子医学中心充电站),蜀山区,长宁大道888号(离子医院内),117.116377,31.824419,汽车服务;充电站;充电站,4006717555,新能源汽车充电桩,2026/1/27 20:39,3.2142857142857144,7,3.696,2.308,2.5,2.5,2.5,2.5,2.5,2.5
451,站_426,合肥充电合肥绿轴停车场充电站,蜀山区,习友路与绿轴东路交口绿轴停车场,117.228526,31.79918,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:39,3,6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
452,站_427,汽车充电站(团肥路停车场充电站),蜀山区,团肥路临时地面停车场,117.031152,31.971233,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:39,3.7857142857142856,7,2.22,4.209,2.5,2.5,3.431,2.5,2.5,3.675
453,站_428,小桔充电汽车充电站(超翔史河路超充站),蜀山区,超翔汽车充电站(超翔史河路超充站),117.2503,31.862408,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:39,4.333333333333333,3,2.847,2.5,2.5,2.5,2.5,2.5,2.5,2.5
454,站_429,易佳电汽车充电站(易佳电蓝鲤时光名庭充电站),蜀山区,创业大道时光名庭地面停车场,117.208969,31.860693,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:39,2.611111111111111,9,2.628,2.939,2.5,2.5,2.5,2.5,2.5,2.5
455,站_430,弘电e充潜山路充电站,蜀山区,潜山北路275号(西七里塘地铁站C口步行150米),117.230828,31.850321,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:39,4,4,2.5,3.398,2.5,2.5,4.15,2.5,2.5,2.5
456,站_6205,国家电网汽车充电站(杨林路店)(暂停营业),蜀山区,蜀山区高新技术产业开发区杨林路13号地面停车场,117.149439,31.836259,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:39,4.2,20,3.873,3.818,3.658,4.168,4.5,4.364,4.24,3.34
457,站_431,易佳电汽车充电站(易佳电香馨创谷充电站),蜀山区,"汤口2766号,香馨创谷园地下停车场D区",117.2033,31.7431,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:39,2.125,12,2.463,2.593,2.5,2.5,3.417,2.5,3.193,2.5
458,站_432,惠利充汽车充电站(乐客来山扬超充),蜀山区,蜀山新产业园区田埠东路乐客来国际商业中心,117.170006,31.853718,汽车服务;充电站;充电站,15665567806;4006189730,新能源汽车充电桩,2026/1/27 20:39,4,3,5.062,2.5,2.5,2.5,3.493,2.5,2.5,2.5
459,站_433,汽车充电站(合肥充电方兴大道充电站),蜀山区,卧云路45号,117.260073,31.726835,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:39,3,9,2.953,2.5,4.276,2.5,1.993,2.5,2.5,2.5
460,站_434,小鹏超级充电站(小鹏S4超快充合肥经开区文锦新城站),蜀山区,翡翠路46号文锦新城(入口翡翠路),117.211365,31.795132,汽车服务;充电站;充电站,4007836688,新能源汽车充电桩,2026/1/27 20:39,3.928571428571429,7,4.439,2.583,2.5,2.5,3.096,2.5,2.5,2.5
461,站_435,国家电网汽车充电站(安徽省合肥市蜀山区南岗镇乡镇充电站),蜀山区,蜀山区高新技术产业开发区消防站,117.109276,31.850054,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:39,1.2,5,2.5,3.349,2.5,2.5,2.5,2.5,2.5,2.5
462,站_436,国家电网汽车充电站(安徽省合肥市蜀山区南艳湖清潭路2号停车场交流充电站),蜀山区,南艳湖清潭路2号停车场,117.256134,31.763275,汽车服务;充电站;充电站,0551-63318110,新能源汽车充电桩,2026/1/27 20:39,2.571428571428572,7,2.5,1.943,2.5,2.5,2.5,2.5,2.5,2.5
463,站_437,小桔充电汽车充电站(帕沃充电合肥市万象城小桔充电站),蜀山区,万象城地下停车场B3层R区R950,117.230754,31.799481,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:39,2.9375,8,1.8,1.926,2.5,3.003,2.5,2.5,2.5,2.5
464,站_438,小桔充电汽车充电站(帕沃充电合肥市大铺头小桔充电站),蜀山区,蜀山新产业园区井岗路与山湖路交叉口天猫养车后地面停车场,117.177605,31.857498,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:39,3,9,2.688,2.668,2.5,2.5,2.668,2.5,2.5,2.5
465,站_439,小桔充电汽车充电站(帕沃充电合肥市祥源城小桔充电站),蜀山区,祥源城四期停车场地下停车场,117.13309,31.834953,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:39,1.875,4,2.5,2.992,2.5,2.5,2.5,2.5,2.5,2.5
466,站_440,极氪能源超级充电站(合肥蜀山唯品会城市奥莱超充站),蜀山区,金寨南路811号唯品会城市奥莱地下停车场006,117.25337,31.818474,汽车服务;充电站;充电站,4000036036,新能源汽车充电桩,2026/1/27 20:39,3.2,5,2.5,3.231,2.5,2.5,2.379,2.5,2.5,2.5
467,站_441,汽车充电站(翠微北园充电站),蜀山区,芙蓉社区芙蓉路799号翠微北园,117.203611,31.78861,汽车服务;充电站;充电站,13355513698;18715009887,新能源汽车充电桩,2026/1/27 20:39,4.666666666666667,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
468,站_442,特来电汽车充电站(柘鑫科技园超充站),蜀山区,蜀山新产业园区白莲岩路御联行·柘鑫科技园,117.144931,31.874954,汽车服务;充电站;充电站,18956081127,新能源汽车充电桩,2026/1/27 20:39,3.625,8,2.219,2.5,2.5,2.5,2.5,2.5,2.5,2.93
469,站_558,特来电汽车充电站(柘鑫科技园超充站),蜀山区,蜀山新产业园区白莲岩路御联行·柘鑫科技园,117.144931,31.874954,汽车服务;充电站;充电站,18956081127,新能源汽车充电桩,2026/1/27 20:39,5,2,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
470,站_443,特来电汽车充电站(新月归心充电站),蜀山区,经开区壶天路与棋石路交口东南角50米地面停车场,117.197308,31.795016,汽车服务;充电站;充电站,18756940087,新能源汽车充电桩,2026/1/27 20:39,4,6,2.923,2.5,2.5,2.5,2.5,2.698,2.5,2.5
471,站_444,合肥市经开区创业园路停车场充电站,蜀山区,经开区金寨路与创业园路交口停车场,117.230608,31.789898,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:39,3.375,8,2.018,2.628,2.5,2.5,2.5,2.5,2.5,2.5
472,站_445,易佳电汽车充电站(易佳电蓝鲤能源新城国际充电站),蜀山区,齐云路和天鹅湖路交叉口新城国际负三楼,117.234571,31.815779,汽车服务;充电站;充电站,0551-62100112,新能源汽车充电桩,2026/1/27 20:39,2.125,8,1.737,1.512,2.5,2.315,2.5,2.5,2.5,2.5
473,站_446,云快充汽车充电站(瓦特能源浙里充超级充电站),蜀山区,科学大道浙商大厦A座南侧(车库),117.208181,31.852221,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:39,3.6666666666666665,12,6.041,3.662,2.5,2.5,2.5,2.5,2.5,2.5
474,站_447,小鹏超级充电站(小鹏S4超快充合肥翔孚玉兰大道站),蜀山区,蜀山区高新技术产业开发区兰舍商务酒店,117.16429,31.810675,汽车服务;充电站;充电站,4007836688,新能源汽车充电桩,2026/1/27 20:39,3.875,8,2.132,2.5,2.5,3.262,3.262,2.5,2.5,2.5
